SID;partition;activity;potency;MolWt;LogP;MR;HeavyAtomCount;AtomCount;BondCount;NumHBA;NumHBD;NumRotatableBonds;FractionCSP3;FormalCharge;AromaticRings;AliphaticRings;AromaticAtoms;HeteroatoAromaticAtoms;ms;LabuteASA;nC;nF;nH;nN;nCl;nO;nS;nBr;nI;nP
144205083;144205083;Training;Active;4.8000008748032;1034.2;-2.69729999999999;244.302299999999;72;72;81;22;13;11;1;0;0;10;0;0;22;419.665677373493;50;0;83;1;0;21;0;0;0;0
26753615;26753615;Training;Active;4.8000008748032;336.435;2.7472;98.8560000000001;25;25;29;4;0;2;0.428571428571429;0;2;3;12;12;4;148.502240693963;21;0;24;2;0;2;0;0;0;0
144205090;144205090;Training;Active;4.8000008748032;383.517;2.856;109.1218;27;27;30;6;1;5;0.380952380952381;0;2;2;12;12;6;164.207192881407;21;0;25;3;0;2;1;0;0;0
144205480;144205480;Training;Active;4.8000008748032;296.439;4.3851;89.687;21;21;24;3;0;3;0.333333333333333;0;2;2;12;12;3;130.309265070654;18;0;20;2;0;0;1;0;0;0
144205523;144205523;Training;Active;4.8000008748032;337.419;3.5201;96.6195000000001;25;25;28;4;0;5;0.380952380952381;0;2;2;12;12;4;147.909760277333;21;0;23;1;0;3;0;0;0;0
144205721;144205721;Training;Active;4.8000008748032;413.974;4.6394;114.815;28;28;32;4;0;3;0.409090909090909;0;2;3;12;12;6;174.98782437184;22;0;24;3;1;1;1;0;0;0
441289151;441289151;Training;Active;4.79588001734407;494.515;2.63322;137.8149;37;37;41;11;3;5;0.153846153846154;0;5;0;27;27;11;210.60937928528;26;0;22;8;0;3;0;0;0;0
341094596;341094596;Training;Active;4.79588001734407;392.381;4.0103;96.9915;28;28;31;6;2;4;0.368421052631579;0;3;1;15;15;9;158.517418272408;19;3;19;4;0;2;0;0;0;0
441576649;441576649;Training;Active;4.79236563261104;367.758;4.3951;86.701;25;25;28;4;0;4;0.294117647058824;0;3;1;15;15;8;145.746704334692;17;3;13;3;1;1;0;0;0;0
144209705;144209705;Training;Active;4.79230640243692;1229.323;-6.5045;277.664599999999;85;85;95;29;17;14;1;0;0;11;0;0;29;490.611441172236;56;0;92;0;0;29;0;0;0;0
386401355;386401355;Training;Active;4.78781239559604;376.386;2.8562;95.2024;27;27;30;5;2;5;0.388888888888889;0;3;1;15;15;9;153.361785499392;18;3;19;6;0;0;0;0;0;0
376222623;376222623;Training;Active;4.78781239559604;506.553;3.64218;131.6724;37;37;41;6;1;5;0.428571428571429;0;2;3;12;12;9;213.46502904261;28;2;28;4;0;3;0;0;0;0
170464773;170464773;Training;Active;4.78442059309773;628.814;4.32814;179.5359;46;46;49;5;4;15;0.432432432432432;0;3;1;18;18;9;272.275426054493;37;0;48;4;0;5;0;0;0;0
125267730;125267730;Training;Active;4.77723932148454;453.608;5.88730000000001;125.347;32;32;36;7;0;9;0.52;0;3;2;16;16;7;193.249587898086;25;0;31;3;0;3;1;0;0;0
336285270;336285270;Training;Active;4.77598518862714;455.512;3.0736;110.2156;30;30;33;9;2;5;0.444444444444444;0;2;2;11;11;12;178.833784151529;18;2;19;5;0;3;2;0;0;0
313074312;313074312;Training;Active;4.76955107862173;421.551;4.65552;115.0735;29;29;33;7;0;3;0.238095238095238;0;4;1;21;21;8;176.035119000463;21;0;19;5;0;1;2;0;0;0
144209684;144209684;Training;Active;4.76932377218269;212.256;3.2664;65.8848;16;16;17;4;2;2;0;0;2;0;12;12;4;93.6150565640755;12;0;12;4;0;0;0;0;0;0
144209205;144209205;Training;Active;4.76802606457562;372.808;4.4059;97.787;26;26;28;6;0;6;0.210526315789474;0;3;0;16;16;7;155.239592406618;19;0;17;2;1;4;0;0;0;0
103189345;103189345;Training;Active;4.76796497162923;277.411;4.2114;87.9017000000001;21;21;24;1;1;4;0.4;0;2;3;12;12;1;126.946234117283;20;0;23;1;0;0;0;0;0;0
125267734;125267734;Training;Active;4.76519935334417;437.565;5.51890000000001;119.4215;31;31;35;7;0;8;0.458333333333333;0;3;2;16;16;7;185.932622654226;24;0;27;3;0;3;1;0;0;0
144210539;144210539;Training;Active;4.76489090015875;355.482;4.13992;105.8422;26;26;27;4;1;8;0.428571428571429;0;2;0;12;12;5;155.942329633836;21;0;29;3;0;2;0;0;0;0
103170049;103170049;Training;Active;4.76377269956784;473.594;6.07520000000001;136.2511;34;34;38;6;2;7;0.25;0;4;1;21;21;6;202.404693599561;28;0;27;1;0;4;1;0;0;0
441576641;441576641;Training;Active;4.76295920862081;361.323;3.5197;86.4785;26;26;29;5;0;4;0.277777777777778;0;3;1;15;15;8;145.969902322251;18;3;14;3;0;2;0;0;0;0
144212827;144212827;Training;Active;4.76010268251068;439.428;3.81448;113.9084;32;32;33;10;0;10;0.285714285714286;0;2;0;12;12;11;183.575277932893;21;0;21;5;0;6;0;0;0;0
346544858;346544858;Training;Active;4.75895184932836;351.328;3.0136;85.1969;25;25;27;4;2;3;0.294117647058824;0;2;1;12;12;8;141.763364744903;17;3;16;3;0;2;0;0;0;0
482092740;482092740;Training;Active;4.75696195131371;460.026;2.417;127.0941;32;32;36;7;2;5;0.652173913043478;0;2;3;11;11;9;194.598248696246;23;0;34;7;1;1;0;0;0;0
482092759;482092759;Training;Active;4.75696195131371;446.481;2.6981;112.7361;32;32;36;7;2;4;0.476190476190476;0;3;2;16;16;11;182.795204454599;21;3;25;8;0;0;0;0;0;0
482092720;482092720;Training;Active;4.75696195131371;510.033;3.0523;132.0411;35;35;39;7;2;6;0.666666666666667;0;2;3;11;11;11;209.294261616495;24;2;34;7;1;1;0;0;0;0
482092729;482092729;Training;Active;4.75696195131371;456.982;2.2179;123.6471;32;32;36;8;2;6;0.5;0;3;2;16;16;10;192.080351816605;22;0;29;8;1;1;0;0;0;0
482092722;482092722;Training;Active;4.75696195131371;456.925;2.5604;113.3761;31;31;34;7;2;7;0.6;0;2;2;11;11;11;184.194035871741;20;2;27;6;1;2;0;0;0;0
386051705;386051705;Training;Active;4.75696195131371;376.892;1.687;102.3039;26;26;29;6;3;4;0.555555555555556;0;2;2;11;11;8;157.700224130278;18;0;25;6;1;1;0;0;0;0
482092776;482092776;Training;Active;4.75696195131371;390.919;2.3411;107.0941;27;27;30;6;2;5;0.578947368421053;0;2;2;11;11;8;164.384477721985;19;0;27;6;1;1;0;0;0;0
482092760;482092760;Training;Active;4.75696195131371;485.505;3.011;116.5971;34;34;38;6;2;4;0.636363636363636;0;2;3;11;11;12;193.644172140092;22;5;28;7;0;0;0;0;0;0
482092731;482092731;Training;Active;4.75696195131371;457.966;2.99032;121.6131;32;32;36;8;2;5;0.5;0;3;2;16;16;10;191.455549173073;22;0;28;7;1;2;0;0;0;0
482092718;482092718;Training;Active;4.75696195131371;474.972;2.357;123.6051;33;33;37;8;2;6;0.5;0;3;2;16;16;11;196.214340787936;22;1;28;8;1;1;0;0;0;0
386051718;386051718;Training;Active;4.75696195131371;456.953;3.6541;122.4121;32;32;36;6;2;4;0.391304347826087;0;3;2;17;17;9;190.877223102182;23;1;26;6;1;1;0;0;0;0
482092761;482092761;Training;Active;4.75696195131371;376.892;1.9526;102.4991;26;26;29;6;2;4;0.555555555555556;0;2;2;11;11;8;158.019535607589;18;0;25;6;1;1;0;0;0;0
482092763;482092763;Training;Active;4.75696195131371;448.999;2.7462;122.5081;31;31;34;7;2;6;0.636363636363636;0;2;2;11;11;9;188.592849294682;22;0;33;6;1;2;0;0;0;0
386051303;386051303;Training;Active;4.74472749489669;424.585;4.99830000000001;124.5943;31;31;33;4;1;6;0.5;0;2;1;12;12;5;186.180824195738;26;0;36;2;0;3;0;0;0;0
386400891;386400891;Training;Active;4.74472749489669;494.533;3.9936;125.1982;35;35;38;5;3;11;0.48;0;3;1;15;15;10;200.852060925706;25;4;30;4;0;2;0;0;0;0
126490195;126490195;Training;Active;4.74053035952666;439.581;5.84480000000001;120.48;31;31;35;7;0;8;0.5;0;3;2;16;16;7;186.884645783689;24;0;29;3;0;3;1;0;0;0
482093009;482093009;Training;Active;4.73282827159699;557.601;5.14858000000001;149.1443;41;41;46;7;1;9;0.32258064516129;0;4;2;21;21;10;235.546297927092;31;2;29;5;0;3;0;0;0;0
479268947;479268947;Training;Active;4.7281583934635;384.444;0.84518;102.3375;28;28;30;10;4;8;0.444444444444444;0;2;1;12;12;10;163.005372552995;18;0;24;8;0;2;0;0;0;0
386401356;386401356;Training;Active;4.7281583934635;372.423;3.02552;99.9814;27;27;30;5;2;5;0.421052631578947;0;3;1;15;15;8;155.561192210862;19;2;22;6;0;0;0;0;0;0
496172891;496172891;Training;Active;4.7281583934635;508.884;4.9505;123.2216;35;35;38;5;3;8;0.260869565217391;0;3;1;16;16;12;202.303109245472;23;3;20;4;1;4;0;0;0;0
461604602;461604602;Training;Active;4.72584215073632;384.495;3.91632;106.7287;28;28;31;4;1;6;0.521739130434783;0;2;2;12;12;5;166.018276417756;23;1;29;2;0;2;0;0;0;0
479268956;479268956;Training;Active;4.72353819582676;382.428;0.32728;100.4308;28;28;31;10;4;7;0.444444444444444;0;2;2;12;12;10;162.209512886061;18;0;22;8;0;2;0;0;0;0
170464756;170464756;Training;Active;4.72134012533778;301.474;4.33050000000001;91.8218000000001;22;22;24;2;1;5;0.7;0;1;2;6;6;2;135.08299783639;20;0;31;1;0;1;0;0;0;0
170465266;170465266;Training;Active;4.72134012533778;352.478;3.4082;104.9854;26;26;28;4;1;6;0.409090909090909;0;2;1;12;12;4;155.506879012765;22;0;28;2;0;2;0;0;0;0
170464765;170464765;Training;Active;4.72134012533778;265.36;2.6949;84.2387;20;20;22;3;1;5;0.235294117647059;0;2;1;12;12;3;119.512395083686;17;0;19;3;0;0;0;0;0;0
170466789;170466789;Training;Active;4.72134012533778;358.438;2.1254;96.0777000000001;26;26;29;5;1;5;0.6;0;1;3;6;6;6;153.382929773375;20;0;26;2;0;4;0;0;0;0
386400894;386400894;Training;Active;4.72124639904717;488.554;4.1045;127.8234;35;35;39;5;2;10;0.5;0;3;2;15;15;9;202.364947960958;26;3;31;4;0;2;0;0;0;0
386400906;386400906;Training;Active;4.72124639904717;495.521;4.1928;123.6094;35;35;38;6;2;10;0.5;0;3;1;15;15;11;200.359473952368;24;4;29;5;0;2;0;0;0;0
386051311;386051311;Training;Active;4.72124639904717;431.598;4.70000000000001;119.6866;30;30;32;5;1;6;0.5;0;2;1;12;12;6;180.154982578484;24;0;33;1;0;4;1;0;0;0
144212650;144212650;Training;Active;4.71298025600627;428.613;5.96960000000001;120.356;31;31;34;4;0;6;0.814814814814815;0;0;4;0;0;4;187.112929885478;27;0;40;0;0;4;0;0;0;0
144212077;144212077;Training;Active;4.71010349396759;236.256;2.0039;62.0145;16;16;17;6;2;3;0;0;2;0;11;11;7;94.8613732002745;9;0;8;4;0;2;1;0;0;0
144211886;144211886;Training;Active;4.71010349396759;361.781;4.6039;92.258;25;25;27;6;0;6;0.222222222222222;0;3;0;15;15;7;148.814273689749;18;0;16;1;1;5;0;0;0;0
251919940;251919940;Training;Active;4.71010349396759;348.382;4.76616;104.742;25;25;27;2;0;4;0.136363636363636;0;3;0;18;18;3;148.456481989349;22;0;21;0;0;2;0;0;0;1
144213187;144213187;Training;Active;4.71005002862992;402.064;6.6748;95.104;24;24;26;4;0;4;0;0;3;0;18;18;8;157.425042860058;16;0;8;2;4;2;0;0;0;0
144209706;144209706;Training;Active;4.70787689628713;680.768;8.76544000000001;186.054;48;48;53;10;4;7;0.0588235294117647;0;6;0;32;32;14;275.526508133038;34;0;26;6;0;6;2;0;0;0
483620846;483620846;Training;Inactive;4.69897000433602;497.647;2.95158;145.9017;37;37;42;8;1;4;0.482758620689655;0;3;3;16;16;8;218.401584179744;29;0;35;7;0;1;0;0;0;0
483620845;483620845;Training;Inactive;4.69897000433602;497.647;3.12408;146.0177;37;37;42;8;1;4;0.482758620689655;0;3;3;16;16;8;218.401584179744;29;0;35;7;0;1;0;0;0;0
483620834;483620834;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620844;483620844;Training;Inactive;4.69897000433602;497.647;2.95158;145.9017;37;37;42;8;1;4;0.482758620689655;0;3;3;16;16;8;218.401584179744;29;0;35;7;0;1;0;0;0;0
483620833;483620833;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620826;483620826;Training;Inactive;4.69897000433602;482.632;3.16808;143.5117;36;36;41;7;1;4;0.448275862068966;0;3;3;16;16;7;212.816994084401;29;0;34;6;0;1;0;0;0;0
483620837;483620837;Training;Inactive;4.69897000433602;498.631;2.65898;144.7675;37;37;42;8;2;4;0.448275862068966;0;3;3;16;16;8;217.611227836597;29;0;34;6;0;2;0;0;0;0
483620832;483620832;Training;Inactive;4.69897000433602;512.658;2.83028;149.3008;38;38;43;8;1;6;0.466666666666667;0;3;3;16;16;8;224.186141437589;30;0;36;6;0;2;0;0;0;0
483620827;483620827;Training;Inactive;4.69897000433602;468.605;3.12558;138.6447;35;35;40;7;1;4;0.428571428571429;0;3;3;16;16;7;206.452051970005;28;0;32;6;0;1;0;0;0;0
483620829;483620829;Training;Inactive;4.69897000433602;482.632;3.16808;143.5117;36;36;41;7;1;4;0.448275862068966;0;3;3;16;16;7;212.816994084401;29;0;34;6;0;1;0;0;0;0
483620831;483620831;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620840;483620840;Training;Inactive;4.69897000433602;469.593;2.52058;136.4397;35;35;40;8;1;4;0.444444444444444;0;3;3;16;16;8;205.671699950951;27;0;31;7;0;1;0;0;0;0
483620843;483620843;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620838;483620838;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620830;483620830;Training;Inactive;4.69897000433602;469.593;2.52058;136.4397;35;35;40;8;1;4;0.444444444444444;0;3;3;16;16;8;205.671699950951;27;0;31;7;0;1;0;0;0;0
483620841;483620841;Training;Inactive;4.69897000433602;483.62;3.08158;141.1507;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
483620839;483620839;Training;Inactive;4.69897000433602;470.581;1.91558;134.2347;35;35;40;9;1;4;0.461538461538462;0;3;3;16;16;9;204.891347931898;26;0;30;8;0;1;0;0;0;0
483620828;483620828;Training;Inactive;4.69897000433602;475.622;2.58208;134.3167;34;34;39;9;1;4;0.48;0;3;3;15;15;9;203.312063221363;25;0;29;7;0;1;1;0;0;0
483620835;483620835;Training;Inactive;4.69897000433602;483.62;2.56308;141.3067;36;36;41;8;1;4;0.464285714285714;0;3;3;16;16;8;212.036642065348;28;0;33;7;0;1;0;0;0;0
386051309;386051309;Training;Inactive;4.69897000433602;389.517;3.5313;105.8576;27;27;29;5;1;6;0.428571428571429;0;2;1;12;12;6;161.060156235294;21;0;27;1;0;4;1;0;0;0
484206068;484206068;Training;Inactive;4.69897000433602;434.588;2.89382;128.1184;32;32;36;7;1;5;0.52;0;3;2;15;15;7;189.75164212969;25;0;34;6;0;1;0;0;0;0
484206070;484206070;Training;Inactive;4.69897000433602;406.534;2.58732;119.3897;30;30;34;7;1;4;0.478260869565217;0;3;2;15;15;7;177.231729387492;23;0;30;6;0;1;0;0;0;0
484206069;484206069;Training;Inactive;4.69897000433602;363.509;3.89314;111.3144;27;27;30;5;1;3;0.454545454545455;0;3;1;15;15;5;160.789268040319;22;0;29;5;0;0;0;0;0;0
346546376;346546376;Training;Inactive;4.69897000433602;417.494;3.5789;115.2852;30;30;34;6;1;3;0.181818181818182;0;4;1;22;22;8;176.191335715699;22;0;19;5;0;2;1;0;0;0
144213807;144213807;Training;Inactive;4.69785963113441;436.537;4.0128;116.869;31;31;35;7;0;6;0.391304347826087;0;3;2;16;16;8;184.216348825574;23;0;24;4;0;3;1;0;0;0
50106516;50106516;Training;Inactive;4.69678449699328;280.415;3.875;90.4690000000001;21;21;23;2;0;4;0.368421052631579;0;2;1;12;12;2;127.556928313215;19;0;24;2;0;0;0;0;0;0
471055912;471055912;Training;Inactive;4.67778070526608;463.026;1.642;126.1816;32;32;35;6;3;6;0.695652173913043;0;1;3;6;6;9;194.998080017195;23;0;35;6;1;2;0;0;0;0
382366841;382366841;Training;Inactive;4.67499774783496;354.832;4.0322;90.9324;24;24;26;4;2;5;0.470588235294118;0;2;1;11;11;7;144.713633964351;17;2;21;4;1;0;0;0;0;0
144212683;144212683;Training;Inactive;4.67133911378152;383.517;2.856;109.1218;27;27;30;6;1;5;0.380952380952381;0;2;2;12;12;6;164.207192881407;21;0;25;3;0;2;1;0;0;0
381756219;381756219;Training;Inactive;4.66756154008439;459.591;2.83612;129.5897;33;33;34;8;4;14;0.541666666666667;0;2;0;12;12;9;195.550104273773;24;0;37;5;0;4;0;0;0;0
144208185;144208185;Training;Inactive;4.66522868660934;290.447;3.9591;82.7408;21;21;24;2;1;0;0.947368421052632;0;0;4;0;0;2;128.240640325091;19;0;30;0;0;2;0;0;0;0
144207884;144207884;Training;Inactive;4.66431748774106;383.4;2.8732;99.3425000000001;28;28;32;7;0;3;0.380952380952381;0;2;3;12;12;7;162.244564812324;21;0;21;1;0;6;0;0;0;0
144214000;144214000;Training;Inactive;4.66369039387616;233.108;4.1161;59.578;13;13;14;0;0;1;0;0;2;0;12;12;1;86.3560449312023;12;0;9;0;0;0;0;1;0;0
144207893;144207893;Training;Inactive;4.66036970992592;195.33;2.6731;58.9840000000001;14;14;14;1;0;7;0.75;1;1;0;5;5;2;87.5646335242179;12;0;23;2;0;0;0;0;0;0
144212231;144212231;Training;Inactive;4.66010356037481;339.218;4.1809;87.1308;22;22;23;3;1;4;0.235294117647059;0;2;0;12;12;5;138.989041433054;17;0;16;0;2;3;0;0;0;0
144211112;144211112;Training;Inactive;4.66010356037481;336.826;4.02588;93.528;24;24;26;4;0;6;0.210526315789474;0;3;0;17;17;5;145.893029449866;19;0;17;4;1;0;0;0;0;0
144211427;144211427;Training;Inactive;4.66010356037481;406.269;4.6655;101.177;27;27;30;6;0;5;0.263157894736842;0;3;1;17;17;8;166.13852053027;19;0;17;3;2;3;0;0;0;0
144211541;144211541;Training;Inactive;4.66010356037481;347.264;3.31442;79.4008;19;19;19;3;0;5;0.4;0;1;0;6;6;9;126.337547713217;10;1;13;2;2;2;2;0;0;0
144211361;144211361;Training;Inactive;4.66010356037481;302.414;4.002;87.2100000000001;22;22;23;3;0;5;0.578947368421053;0;0;2;0;0;3;132.664327112952;19;0;26;0;0;3;0;0;0;0
144212722;144212722;Training;Inactive;4.66010356037481;296.332;2.15134;76.972;20;20;22;6;0;0;0;0;1;2;14;14;6;119.599373157753;14;0;4;2;0;2;2;0;0;0
144210755;144210755;Training;Inactive;4.66010356037481;434.609;4.58922;129.4287;31;31;35;5;1;4;0.44;0;3;2;15;15;6;187.769957787359;25;0;30;4;0;1;1;0;0;0
376222618;376222618;Training;Inactive;4.65955588515988;466.488;3.74308;118.7234;34;34;37;6;1;5;0.4;0;2;2;12;12;9;195.200790278089;25;2;24;4;0;3;0;0;0;0
144211849;144211849;Training;Inactive;4.65837161956311;382.891;4.8878;106.948;27;27;30;3;0;1;0.363636363636364;0;2;2;12;12;5;164.359410452263;22;0;23;2;1;2;0;0;0;0
144210911;144210911;Training;Inactive;4.65790118670266;325.191;3.7924;82.5358;21;21;22;3;1;4;0.1875;0;2;0;12;12;5;132.624099318657;16;0;14;0;2;3;0;0;0;0
144213195;144213195;Training;Inactive;4.6578498257388;284.428;4.2394;87.1620000000001;20;20;22;3;0;3;0.294117647058824;0;2;1;12;12;3;124.950154109787;17;0;20;2;0;0;1;0;0;0
381749710;381749710;Training;Inactive;4.65757731917779;260.259;2.18672;62.9551;18;18;18;2;2;3;0.416666666666667;0;1;0;6;6;6;103.16893699532;12;3;15;2;0;1;0;0;0;0
471055896;471055896;Training;Inactive;4.65757731917779;448.999;1.1094;121.5166;31;31;34;6;3;5;0.681818181818182;0;1;3;6;6;9;188.633137902798;22;0;33;6;1;2;0;0;0;0
144208100;144208100;Training;Inactive;4.65345144145153;203.175;0.8415;42.911;13;13;13;4;1;2;0;0;1;0;6;6;7;73.7130148520374;6;0;4;1;0;5;1;0;0;0
144205533;144205533;Training;Inactive;4.65000022087345;291.394;3.0217;89.3328000000001;22;22;24;2;1;3;0.3;0;2;1;12;12;2;131.955495901463;20;0;21;1;0;1;0;0;0;0
144205823;144205823;Training;Inactive;4.65000022087345;336.41;4.6491;98.5977000000001;25;25;29;2;1;3;0.333333333333333;0;3;3;13;13;4;145.626020596945;21;1;21;2;0;1;0;0;0;0
17388970;17388970;Training;Inactive;4.65000022087345;218.296;3.2891;65.89;16;16;16;2;0;5;0.357142857142857;0;1;0;6;6;2;96.9364043320362;14;0;18;0;0;2;0;0;0;0
17389495;17389495;Training;Inactive;4.65000022087345;427.8;4.4719;69.28;12;12;12;0;0;2;1;0;0;1;0;0;4;107.758205097642;8;0;12;0;0;0;0;4;0;0
378171164;378171164;Training;Inactive;4.6494070097045;372.423;3.32962;99.8414;27;27;30;5;2;5;0.421052631578947;0;3;1;15;15;8;155.592738642458;19;2;22;6;0;0;0;0;0;0
461604594;461604594;Training;Inactive;4.64206515299955;404.913;4.2613;107.0017;28;28;31;4;1;6;0.5;0;2;2;12;12;6;169.956600530241;22;1;26;2;1;2;0;0;0;0
378162166;378162166;Training;Inactive;4.63827216398241;427.381;3.435;97.9014;30;30;33;6;2;5;0.444444444444444;0;3;1;15;15;12;167.277446400587;18;5;18;7;0;0;0;0;0;0
144213766;144213766;Training;Inactive;4.6353345835933;274.795;3.8186;80.703;19;19;20;2;0;5;0.3125;0;2;0;12;12;3;119.595955775576;16;0;20;2;1;0;0;0;0;0
144211037;144211037;Training;Inactive;4.63368165963586;297.185;4.1338;77.579;19;19;20;3;0;6;0.214285714285714;0;2;0;11;11;5;121.982462437186;14;0;14;2;2;1;0;0;0;0
144207640;144207640;Training;Inactive;4.61981047355537;206.329;3.9872;65.5068;15;15;15;1;1;0;0.571428571428571;0;1;0;6;6;1;93.1451737868658;14;0;22;0;0;1;0;0;0;0
381749762;381749762;Training;Inactive;4.61978875828839;480.623;3.4466;127.4571;34;34;38;6;3;8;0.8;0;1;4;6;6;9;200.562564894503;25;3;39;6;0;0;0;0;0;0
144206450;144206450;Training;Inactive;4.61743367912763;310.441;3.9366;93.1617000000001;23;23;27;2;1;2;0.6;0;2;4;9;9;3;137.557418884128;20;0;26;2;0;1;0;0;0;0
26751577;26751577;Training;Inactive;4.61596215995535;313.788;3.4292;88.6077;22;22;25;4;1;0;0.235294117647059;0;2;2;12;12;5;133.923375386546;17;0;16;3;1;1;0;0;0;0
144208622;144208622;Training;Inactive;4.61175311031722;226.323;4.2505;74.9254;17;17;18;2;2;4;0.2;0;2;0;12;12;2;102.683048035967;15;0;18;2;0;0;0;0;0;0
144212656;144212656;Training;Inactive;4.61031661572558;287.406;4.889;92.277;22;22;24;1;0;6;0.142857142857143;0;3;0;18;18;1;132.400251545018;21;0;21;1;0;0;0;0;0;0
144213790;144213790;Training;Inactive;4.61010420523426;246.394;4.3742;74.2070000000001;18;18;20;1;0;1;0.823529411764706;0;0;3;0;0;1;111.032750465447;17;0;26;0;0;1;0;0;0;0
144210587;144210587;Training;Inactive;4.61010420523426;531.44;4.2058;137.596;36;36;40;7;0;7;0.384615384615385;0;3;2;17;17;10;219.81542995422;26;0;28;4;2;4;0;0;0;0
144212093;144212093;Training;Inactive;4.61010420523426;236.399;3.8558;70.6138000000001;17;17;19;1;1;1;1;0;0;3;0;0;1;105.990123035387;16;0;28;0;0;1;0;0;0;0
144211856;144211856;Training;Inactive;4.61010420523426;238.758;4.0877;67.911;16;16;17;1;0;3;0.571428571428571;0;1;1;6;6;2;102.761920337529;14;0;19;0;1;1;0;0;0;0
144212233;144212233;Training;Inactive;4.61010420523426;355.645;4.3855;83.653;21;21;21;4;0;9;0.5;0;1;0;6;6;7;138.762896503879;14;0;17;0;3;4;0;0;0;0
144213059;144213059;Training;Inactive;4.61010420523426;303.166;3.7611;70.7178;18;18;19;3;0;3;0;0;2;0;12;12;6;115.042977266676;12;0;8;0;2;3;1;0;0;0
144213686;144213686;Training;Inactive;4.61005111884004;178.279;1.78002;58.1204;13;13;13;2;1;4;0.454545454545455;0;1;0;6;6;2;80.3558380586961;11;0;18;2;0;0;0;0;0;0
144208151;144208151;Training;Inactive;4.60771819853566;218.168;2.6562;57.2568;16;16;17;4;0;2;0;0;2;0;10;10;6;89.4190190962318;10;0;6;2;0;4;0;0;0;0
144208673;144208673;Training;Inactive;4.60413216876601;404.547;4.1955;110.8378;29;29;31;5;1;6;0.75;0;0;3;0;0;5;174.080588545293;24;0;36;0;0;5;0;0;0;0
386051305;386051305;Training;Inactive;4.60205999132796;357.469;5.0455;101.9178;26;26;28;3;1;5;0.454545454545455;0;2;1;12;12;4;154.96523537083;22;1;28;1;0;2;0;0;0;0
346541914;346541914;Training;Inactive;4.60205999132796;456.381;4.29582;124.7797;31;31;35;6;1;4;0.318181818181818;0;4;1;20;20;9;190.157909344646;22;0;23;7;2;0;0;0;0;0
346546375;346546375;Training;Inactive;4.60205999132796;409.493;4.53252;119.3195;31;31;35;5;0;3;0.2;0;4;1;23;23;6;180.75439245964;25;0;23;5;0;1;0;0;0;0
484206273;484206273;Training;Inactive;4.60205999132796;376.407;3.49092;96.5127;27;27;29;5;1;5;0.421052631578947;0;2;1;12;12;8;156.090728721114;19;2;22;4;0;2;0;0;0;0
144206386;144206386;Training;Inactive;4.59985590346073;323.436;3.7835;95.7060000000001;24;24;26;3;0;5;0.380952380952381;0;2;1;12;12;3;143.802046201355;21;0;25;1;0;2;0;0;0;0
144208086;144208086;Training;Inactive;4.59843921344129;164.252;2.115;54.4154;12;12;12;2;1;3;0.4;0;1;0;6;6;2;73.9908959442995;10;0;16;2;0;0;0;0;0;0
144209563;144209563;Training;Inactive;4.59507396287039;406.929;3.6898;77.3634;19;19;21;3;0;0;0.777777777777778;0;0;3;0;0;10;141.790641226226;9;0;6;0;6;3;1;0;0;0
376222617;376222617;Training;Inactive;4.58670023591875;471.504;3.88;120.5604;34;34;37;6;1;6;0.44;0;2;2;12;12;9;195.921755826127;25;2;27;3;0;4;0;0;0;0
341094604;341094604;Training;Inactive;4.58502665202918;406.408;4.4004;101.6085;29;29;32;6;2;4;0.4;0;3;1;15;15;9;164.882360386804;20;3;21;4;0;2;0;0;0;0
386051310;386051310;Training;Inactive;4.58502665202918;375.49;3.1412;101.2406;26;26;28;5;1;6;0.4;0;2;1;12;12;6;154.695214120898;20;0;25;1;0;4;1;0;0;0
313074310;313074310;Training;Inactive;4.58502665202918;407.524;4.09452;110.3625;28;28;32;7;0;3;0.2;0;4;1;21;21;8;169.670176886067;20;0;17;5;0;1;2;0;0;0
471055920;471055920;Training;Inactive;4.58502665202918;468.524;1.1409;116.9356;33;33;36;6;3;5;0.681818181818182;0;1;3;6;6;11;190.826477884695;22;3;31;6;0;2;0;0;0;0
144213392;144213392;Training;Inactive;4.57446251904489;219.287;4.5834;73.6727;17;17;19;1;1;2;0;0;3;0;16;16;1;100.720024040904;16;0;13;1;0;0;0;0;0;0
